timestamp,endpoint_id,ip_address,bandwidth,latency,packet_loss,cpu_utilization,memory_utilization,active_connections,packets_sent,packets_received,label,anomaly_type
2026-09-01 06:18:38,EP-003,192.168.1.103,277.9,14.4,0.55,16.9,46.6,49,5357,5205,0,Normal
2026-09-01 06:18:55,EP-001,192.168.1.101,345.1,11.5,0.68,20.0,53.1,115,14186,14512,0,Normal
2026-09-01 06:19:12,EP-004,192.168.1.104,286.0,33.4,0.26,42.5,32.3,79,12465,11990,0,Normal
2026-09-01 06:19:29,EP-002,192.168.1.102,1235.4,9.1,0.29,90.6,23.0,759,32873,21445,1,Connection Flood
2026-09-01 06:19:46,EP-002,192.168.1.102,124.9,22.9,1.07,41.9,54.6,61,14419,13914,0,Normal
2026-09-01 06:20:03,EP-003,192.168.1.103,266.9,37.4,0.94,46.3,52.3,89,4611,4749,0,Normal
2026-09-01 06:20:20,EP-004,192.168.1.104,970.9,433.9,8.56,92.9,91.9,991,46493,54727,1,Combined Severe Anomaly
2026-09-01 06:20:37,EP-002,192.168.1.102,242.5,8.0,0.03,18.7,34.2,111,12032,11268,0,Normal
2026-09-01 06:20:54,EP-005,192.168.1.105,219.6,8.0,0.31,42.0,30.4,56,14863,15215,0,Normal
2026-09-01 06:21:11,EP-001,192.168.1.101,98.9,169.6,13.52,33.0,38.1,89,13177,7206,1,Packet Loss Surge
2026-09-01 06:21:28,EP-001,192.168.1.101,276.6,23.9,0.37,37.7,45.1,54,13397,13327,0,Normal
2026-09-01 06:21:45,EP-004,192.168.1.104,90.0,21.3,0.68,50.3,34.8,114,13729,12691,0,Normal
2026-09-01 06:22:02,EP-005,192.168.1.105,269.6,11.8,0.88,33.6,46.7,30,13794,13575,0,Normal
2026-09-01 06:22:19,EP-001,192.168.1.101,142.4,38.6,0.54,35.3,47.3,41,14722,14163,0,Normal
2026-09-01 06:22:36,EP-005,192.168.1.105,136.3,25.6,0.75,50.0,45.4,102,5226,5368,0,Normal
2026-09-01 06:22:53,EP-001,192.168.1.101,129.4,35.4,0.09,25.1,52.1,92,4767,4858,0,Normal
2026-09-01 06:23:10,EP-003,192.168.1.103,121.5,21.8,0.62,48.1,31.8,89,7506,7479,0,Normal
2026-09-01 06:23:27,EP-003,192.168.1.103,65.6,34.7,0.82,21.7,53.6,72,5892,5555,0,Normal
2026-09-01 06:23:44,EP-005,192.168.1.105,1225.9,16.6,0.6,68.9,36.6,95,84589,16171,1,Packet Rate Anomaly
2026-09-01 06:24:01,EP-002,192.168.1.102,289.9,29.2,0.09,25.5,32.6,112,4915,4737,0,Normal
2026-09-01 06:24:18,EP-002,192.168.1.102,247.5,36.1,0.22,36.3,27.7,99,3979,3887,0,Normal
2026-09-01 06:24:35,EP-003,192.168.1.103,156.5,33.5,0.64,61.3,56.2,96,10958,11476,0,Normal
2026-09-01 06:24:52,EP-004,192.168.1.104,1762.3,379.3,9.18,93.0,89.6,865,49509,25547,1,Combined Severe Anomaly
2026-09-01 06:25:09,EP-002,192.168.1.102,238.8,557.1,7.02,17.7,60.2,91,11049,11237,1,High Latency
2026-09-01 06:25:26,EP-001,192.168.1.101,149.1,39.1,0.71,18.4,44.5,89,12379,12431,0,Normal
2026-09-01 06:25:43,EP-001,192.168.1.101,229.0,20.3,0.0,38.2,50.5,50,7934,7579,0,Normal
2026-09-01 06:26:00,EP-004,192.168.1.104,59.1,16.3,0.47,55.2,40.7,97,6890,6340,0,Normal
2026-09-01 06:26:17,EP-003,192.168.1.103,137.0,36.6,0.82,25.9,41.9,97,5128,4775,0,Normal
2026-09-01 06:26:34,EP-001,192.168.1.101,124.1,21.5,0.96,22.3,36.6,133,7021,7138,0,Normal
2026-09-01 06:26:51,EP-002,192.168.1.102,154.4,64.6,0.43,92.6,90.2,248,14758,15025,1,Resource Exhaustion
2026-09-01 06:27:08,EP-002,192.168.1.102,145.2,248.5,27.37,55.7,54.3,85,8868,5611,1,Packet Loss Surge
2026-09-01 06:27:25,EP-004,192.168.1.104,369.2,36.1,0.36,52.9,52.9,54,15605,15440,0,Normal
2026-09-01 06:27:42,EP-003,192.168.1.103,270.1,35.6,0.81,37.4,50.2,72,15215,15375,0,Normal
2026-09-01 06:27:59,EP-004,192.168.1.104,991.3,20.0,0.73,65.0,51.8,500,52596,31327,1,Traffic Spike
2026-09-01 06:28:16,EP-001,192.168.1.101,1015.2,19.6,0.06,87.5,30.0,411,58234,18397,1,Connection Flood
2026-09-01 06:28:33,EP-003,192.168.1.103,360.7,10.7,0.79,58.0,60.3,97,10732,9899,0,Normal
2026-09-01 06:28:50,EP-001,192.168.1.101,364.1,17.4,0.7,26.7,49.0,38,5709,5611,0,Normal
2026-09-01 06:29:07,EP-002,192.168.1.102,316.6,20.0,0.0,35.5,46.6,86,13732,13883,0,Normal
2026-09-01 06:29:24,EP-004,192.168.1.104,1703.9,22.2,0.35,72.3,35.4,439,58125,47059,1,Traffic Spike
2026-09-01 06:29:41,EP-001,192.168.1.101,368.4,29.8,0.9,33.5,39.8,82,6129,5896,0,Normal
2026-09-01 06:29:58,EP-003,192.168.1.103,332.9,63.9,0.69,97.4,94.0,342,10643,10651,1,Resource Exhaustion
2026-09-01 06:30:15,EP-001,192.168.1.101,136.5,30.0,0.84,42.6,38.0,84,15949,15355,0,Normal
2026-09-01 06:30:32,EP-005,192.168.1.105,226.9,29.2,0.29,51.6,41.1,68,4444,4120,0,Normal
2026-09-01 06:30:49,EP-004,192.168.1.104,193.0,22.5,0.79,17.6,36.1,75,8458,8511,0,Normal
2026-09-01 06:31:06,EP-001,192.168.1.101,1463.5,267.2,9.62,92.5,95.2,832,79036,38456,1,Combined Severe Anomaly
2026-09-01 06:31:23,EP-003,192.168.1.103,1211.3,286.5,10.1,94.3,96.2,1048,75640,26917,1,Combined Severe Anomaly
2026-09-01 06:31:40,EP-002,192.168.1.102,171.0,200.0,26.92,42.7,40.9,58,10509,6336,1,Packet Loss Surge
2026-09-01 06:31:57,EP-003,192.168.1.103,250.9,300.1,8.57,42.6,49.3,102,7305,7439,1,High Latency
2026-09-01 06:32:14,EP-002,192.168.1.102,309.6,30.3,1.27,25.5,48.0,84,7255,6964,0,Normal
2026-09-01 06:32:31,EP-002,192.168.1.102,294.3,35.6,0.91,53.7,38.3,132,5965,6188,0,Normal
2026-09-01 06:32:48,EP-004,192.168.1.104,277.0,34.5,0.63,25.7,41.1,129,7663,7483,0,Normal
2026-09-01 06:33:05,EP-001,192.168.1.101,289.7,17.7,1.12,51.3,54.2,85,7035,6890,0,Normal
2026-09-01 06:33:22,EP-005,192.168.1.105,203.5,35.8,1.23,33.0,39.3,130,9313,9009,0,Normal
2026-09-01 06:33:39,EP-002,192.168.1.102,195.0,579.0,5.93,27.1,27.9,74,16187,15243,1,High Latency
2026-09-01 06:33:56,EP-005,192.168.1.105,311.3,215.4,32.15,41.7,52.9,97,14537,8938,1,Packet Loss Surge
2026-09-01 06:34:13,EP-002,192.168.1.102,1092.3,31.8,0.77,73.7,34.0,1130,36467,21018,1,Connection Flood
2026-09-01 06:34:30,EP-005,192.168.1.105,813.8,30.3,0.92,83.0,38.1,448,29681,12867,1,Connection Flood
2026-09-01 06:34:47,EP-004,192.168.1.104,170.0,566.0,17.15,35.8,45.4,53,14940,14917,1,High Latency
2026-09-01 06:35:04,EP-002,192.168.1.102,170.2,304.0,10.8,22.3,45.1,65,4316,4245,1,High Latency
2026-09-01 06:35:21,EP-004,192.168.1.104,256.8,574.2,7.92,33.9,49.5,89,4839,4885,1,High Latency
2026-09-01 06:35:38,EP-001,192.168.1.101,172.9,187.8,24.63,33.7,53.5,96,8492,4938,1,Packet Loss Surge
2026-09-01 06:35:55,EP-002,192.168.1.102,159.5,420.7,11.26,44.0,33.5,71,13929,13784,1,High Latency
2026-09-01 06:36:12,EP-003,192.168.1.103,185.7,8.4,0.82,28.8,50.6,55,10711,10848,0,Normal
2026-09-01 06:36:29,EP-001,192.168.1.101,1038.3,29.1,0.73,69.0,37.8,89,54488,19284,1,Packet Rate Anomaly
2026-09-01 06:36:46,EP-004,192.168.1.104,88.8,262.2,11.64,50.3,55.5,136,4303,1837,1,Packet Loss Surge
2026-09-01 06:37:03,EP-004,192.168.1.104,1812.7,235.1,15.19,89.1,84.7,429,51220,68686,1,Combined Severe Anomaly
2026-09-01 06:37:20,EP-004,192.168.1.104,1220.0,17.1,1.22,86.9,50.9,53,54655,10891,1,Packet Rate Anomaly
2026-09-01 06:37:37,EP-002,192.168.1.102,199.9,17.5,1.17,34.7,36.6,119,14836,13664,0,Normal
2026-09-01 06:37:54,EP-001,192.168.1.101,308.8,36.2,1.12,51.0,33.3,66,13650,12904,0,Normal
2026-09-01 06:38:11,EP-002,192.168.1.102,156.3,28.7,0.81,33.9,46.0,108,10784,10129,0,Normal
2026-09-01 06:38:28,EP-004,192.168.1.104,1116.9,413.1,20.6,97.0,87.2,605,44518,49996,1,Combined Severe Anomaly
2026-09-01 06:38:45,EP-004,192.168.1.104,334.5,30.4,0.64,53.1,47.3,60,16840,16228,0,Normal
2026-09-01 06:39:02,EP-002,192.168.1.102,321.2,12.3,0.38,28.1,57.2,55,6544,6869,0,Normal
2026-09-01 06:39:19,EP-003,192.168.1.103,163.2,22.6,0.65,24.7,43.2,58,4431,4352,0,Normal
2026-09-01 06:39:36,EP-003,192.168.1.103,223.3,130.0,0.74,96.3,95.4,230,6873,6652,1,Resource Exhaustion
2026-09-01 06:39:53,EP-004,192.168.1.104,96.4,25.8,0.87,35.6,43.8,78,8385,8668,0,Normal
2026-09-01 06:40:10,EP-001,192.168.1.101,875.0,30.1,0.89,89.8,47.2,654,53616,23036,1,Connection Flood
2026-09-01 06:40:27,EP-005,192.168.1.105,1512.3,396.7,18.14,91.4,86.6,903,49732,61984,1,Combined Severe Anomaly
2026-09-01 06:40:44,EP-005,192.168.1.105,1738.3,364.0,13.62,94.5,95.5,1091,47492,50428,1,Combined Severe Anomaly
2026-09-01 06:41:01,EP-003,192.168.1.103,1098.4,30.5,0.88,82.8,33.6,1170,33796,21117,1,Connection Flood
2026-09-01 06:41:18,EP-001,192.168.1.101,327.2,21.4,0.07,39.7,51.3,49,14726,14409,0,Normal
2026-09-01 06:41:35,EP-003,192.168.1.103,1015.0,221.6,14.23,92.9,90.3,920,79083,31389,1,Combined Severe Anomaly
2026-09-01 06:41:52,EP-005,192.168.1.105,240.4,30.7,0.15,28.9,52.3,127,10156,10620,0,Normal
2026-09-01 06:42:09,EP-004,192.168.1.104,117.6,25.1,0.99,29.2,34.7,99,11946,12102,0,Normal
2026-09-01 06:42:26,EP-002,192.168.1.102,349.9,12.0,1.0,23.6,49.1,59,9857,10160,0,Normal
2026-09-01 06:42:43,EP-001,192.168.1.101,194.4,40.1,0.14,37.1,40.8,94,10696,10915,0,Normal
2026-09-01 06:43:00,EP-002,192.168.1.102,364.5,31.1,0.38,22.9,46.2,54,6742,6253,0,Normal
2026-09-01 06:43:17,EP-004,192.168.1.104,134.9,34.1,0.69,24.4,43.9,37,4915,4941,0,Normal
2026-09-01 06:43:34,EP-003,192.168.1.103,311.2,241.4,10.87,23.9,49.2,101,13945,9085,1,Packet Loss Surge
2026-09-01 06:43:51,EP-002,192.168.1.102,124.9,352.8,17.09,48.3,52.5,52,6704,6767,1,High Latency
2026-09-01 06:44:08,EP-005,192.168.1.105,158.0,20.4,0.13,46.3,47.8,56,6337,5936,0,Normal
2026-09-01 06:44:25,EP-005,192.168.1.105,689.3,38.0,0.75,81.4,34.3,1102,36134,22177,1,Connection Flood
2026-09-01 06:44:42,EP-002,192.168.1.102,271.3,32.3,0.83,30.2,36.9,57,13722,13734,0,Normal
2026-09-01 06:44:59,EP-001,192.168.1.101,337.2,39.3,1.2,21.4,51.0,41,11882,11354,0,Normal
2026-09-01 06:45:16,EP-002,192.168.1.102,355.4,18.6,0.62,17.4,43.6,137,4103,4132,0,Normal
2026-09-01 06:45:33,EP-001,192.168.1.101,907.8,24.5,0.61,82.7,32.4,799,35225,14314,1,Connection Flood
2026-09-01 06:45:50,EP-005,192.168.1.105,69.9,30.0,0.32,46.5,28.3,57,11645,11667,0,Normal
2026-09-01 06:46:07,EP-004,192.168.1.104,204.8,31.5,0.7,26.2,33.2,85,4644,4655,0,Normal
2026-09-01 06:46:24,EP-003,192.168.1.103,138.7,37.3,0.03,26.9,34.8,80,17333,16967,0,Normal
2026-09-01 06:46:41,EP-002,192.168.1.102,257.1,34.6,0.0,26.7,48.3,104,9410,8959,0,Normal
2026-09-01 06:46:58,EP-002,192.168.1.102,853.2,13.2,0.38,69.1,35.8,120,70193,10192,1,Packet Rate Anomaly
2026-09-01 06:47:15,EP-005,192.168.1.105,245.8,34.5,0.89,31.8,42.4,142,4398,4119,0,Normal
2026-09-01 06:47:32,EP-002,192.168.1.102,217.4,32.6,0.49,49.2,48.3,145,13021,12772,0,Normal
2026-09-01 06:47:49,EP-005,192.168.1.105,166.9,20.5,0.31,35.1,36.4,125,9889,9649,0,Normal
2026-09-01 06:48:06,EP-002,192.168.1.102,245.2,22.7,0.57,30.0,41.5,36,14285,14920,0,Normal
2026-09-01 06:48:23,EP-003,192.168.1.103,105.5,25.1,1.03,32.1,55.5,123,6672,6230,0,Normal
2026-09-01 06:48:40,EP-002,192.168.1.102,319.5,35.8,0.14,31.4,49.9,138,9831,9689,0,Normal
2026-09-01 06:48:57,EP-001,192.168.1.101,226.7,32.5,0.02,29.8,26.6,131,4408,4577,0,Normal
2026-09-01 06:49:14,EP-001,192.168.1.101,250.3,20.1,0.7,48.9,45.0,97,11154,11519,0,Normal
2026-09-01 06:49:31,EP-002,192.168.1.102,164.2,39.0,0.69,31.7,38.3,133,10383,10802,0,Normal
2026-09-01 06:49:48,EP-001,192.168.1.101,234.6,32.0,0.61,41.9,48.4,118,15406,15541,0,Normal
2026-09-01 06:50:05,EP-004,192.168.1.104,1056.2,26.3,0.32,81.5,53.5,447,55193,12139,1,Connection Flood
2026-09-01 06:50:22,EP-005,192.168.1.105,328.1,18.5,0.74,48.1,43.5,84,10600,10710,0,Normal
2026-09-01 06:50:39,EP-001,192.168.1.101,150.8,18.5,1.22,38.0,58.5,103,17090,15748,0,Normal
2026-09-01 06:50:56,EP-005,192.168.1.105,178.5,37.3,0.66,31.5,49.0,130,15207,15360,0,Normal
2026-09-01 06:51:13,EP-004,192.168.1.104,239.5,26.5,1.28,40.9,45.7,50,8518,8396,0,Normal
2026-09-01 06:51:30,EP-003,192.168.1.103,371.9,39.0,0.62,19.3,41.0,84,5442,5635,0,Normal
2026-09-01 06:51:47,EP-001,192.168.1.101,390.5,40.4,0.6,38.6,45.5,69,9943,9681,0,Normal
2026-09-01 06:52:04,EP-001,192.168.1.101,290.7,18.9,0.98,28.2,24.4,53,6327,5860,0,Normal
2026-09-01 06:52:21,EP-004,192.168.1.104,160.1,23.6,0.7,31.8,50.2,133,13362,12490,0,Normal
2026-09-01 06:52:38,EP-003,192.168.1.103,201.8,20.6,0.59,47.8,26.1,123,7701,7201,0,Normal
2026-09-01 06:52:55,EP-001,192.168.1.101,286.8,16.6,0.43,47.2,41.1,111,14195,14049,0,Normal
2026-09-01 06:53:12,EP-003,192.168.1.103,254.3,20.3,0.0,51.2,55.3,90,12067,11122,0,Normal
2026-09-01 06:53:29,EP-002,192.168.1.102,324.6,32.5,0.69,34.7,43.2,32,12641,13043,0,Normal
2026-09-01 06:53:46,EP-002,192.168.1.102,193.2,24.2,0.92,30.8,58.9,153,4278,4077,0,Normal
2026-09-01 06:54:03,EP-005,192.168.1.105,311.3,32.9,0.13,35.5,24.7,57,8184,8062,0,Normal
2026-09-01 06:54:20,EP-002,192.168.1.102,249.5,18.8,0.3,35.9,56.4,156,5169,4878,0,Normal
2026-09-01 06:54:37,EP-002,192.168.1.102,186.0,15.6,0.89,25.1,54.5,85,15421,15865,0,Normal
2026-09-01 06:54:54,EP-001,192.168.1.101,133.6,40.7,0.66,19.6,44.1,117,8182,8401,0,Normal
2026-09-01 06:55:11,EP-003,192.168.1.103,107.8,138.5,0.0,95.2,88.1,316,14189,14053,1,Resource Exhaustion
2026-09-01 06:55:28,EP-002,192.168.1.102,284.7,16.1,0.88,40.5,40.3,52,4973,4922,0,Normal
2026-09-01 06:55:45,EP-002,192.168.1.102,251.3,29.9,0.16,25.5,29.4,119,16094,14891,0,Normal
2026-09-01 06:56:02,EP-003,192.168.1.103,117.3,41.5,0.47,33.5,50.4,80,7247,7115,0,Normal
2026-09-01 06:56:19,EP-003,192.168.1.103,305.6,17.9,0.24,46.2,47.2,120,13616,13437,0,Normal
2026-09-01 06:56:36,EP-003,192.168.1.103,228.0,165.0,12.66,21.4,49.1,70,4790,2686,1,Packet Loss Surge
2026-09-01 06:56:53,EP-002,192.168.1.102,193.5,488.5,5.28,27.4,35.0,41,8344,8488,1,High Latency
2026-09-01 06:57:10,EP-002,192.168.1.102,91.8,96.3,21.02,32.0,43.3,121,14324,7308,1,Packet Loss Surge
2026-09-01 06:57:27,EP-005,192.168.1.105,117.3,29.4,1.26,46.8,30.9,47,12862,11885,0,Normal
2026-09-01 06:57:44,EP-003,192.168.1.103,351.2,14.3,0.89,10.0,30.7,111,12561,13084,0,Normal
2026-09-01 06:58:01,EP-005,192.168.1.105,231.7,14.9,0.18,34.3,57.9,63,10417,10598,0,Normal
2026-09-01 06:58:18,EP-003,192.168.1.103,286.5,19.6,0.45,53.6,44.2,74,17139,16887,0,Normal
2026-09-01 06:58:35,EP-003,192.168.1.103,207.3,221.0,28.07,15.0,46.9,100,5006,2743,1,Packet Loss Surge
2026-09-01 06:58:52,EP-005,192.168.1.105,199.1,26.4,1.11,45.8,48.3,136,11253,10962,0,Normal
2026-09-01 06:59:09,EP-004,192.168.1.104,109.5,179.6,18.93,36.0,46.0,124,6860,4159,1,Packet Loss Surge
2026-09-01 06:59:26,EP-002,192.168.1.102,390.8,15.8,0.0,25.9,58.4,124,13956,14168,0,Normal
2026-09-01 06:59:43,EP-005,192.168.1.105,284.8,36.1,0.87,36.9,41.6,128,13975,13059,0,Normal
2026-09-01 07:00:00,EP-005,192.168.1.105,359.5,37.8,0.77,38.8,23.5,72,14957,14387,0,Normal
2026-09-01 07:00:17,EP-001,192.168.1.101,359.4,24.2,0.96,33.0,40.5,117,6654,6568,0,Normal
2026-09-01 07:00:34,EP-004,192.168.1.104,112.6,29.9,0.63,56.5,53.3,92,5035,5273,0,Normal
2026-09-01 07:00:51,EP-002,192.168.1.102,125.0,45.0,0.3,51.5,43.6,104,8011,8089,0,Normal
2026-09-01 07:01:08,EP-001,192.168.1.101,1672.0,16.9,0.51,65.6,62.5,303,61806,38520,1,Traffic Spike
2026-09-01 07:01:25,EP-003,192.168.1.103,180.3,42.9,0.27,35.4,50.1,68,5504,5540,0,Normal
2026-09-01 07:01:42,EP-002,192.168.1.102,368.1,20.0,0.13,22.0,54.6,71,15046,14023,0,Normal
2026-09-01 07:01:59,EP-001,192.168.1.101,812.6,37.5,0.72,72.2,51.6,725,43922,21911,1,Connection Flood
2026-09-01 07:02:16,EP-002,192.168.1.102,130.2,83.3,0.98,90.7,92.2,313,12766,12720,1,Resource Exhaustion
2026-09-01 07:02:33,EP-001,192.168.1.101,292.4,37.7,0.57,46.7,33.2,98,6094,5824,0,Normal
2026-09-01 07:02:50,EP-005,192.168.1.105,202.8,391.2,8.75,22.3,38.8,63,9818,9344,1,High Latency
2026-09-01 07:03:07,EP-005,192.168.1.105,394.7,11.9,0.82,24.8,30.8,67,8735,8561,0,Normal
2026-09-01 07:03:24,EP-003,192.168.1.103,190.1,19.9,0.21,43.7,28.8,90,15931,15102,0,Normal
2026-09-01 07:03:41,EP-003,192.168.1.103,352.5,120.7,0.4,96.1,95.2,196,15586,15119,1,Resource Exhaustion
2026-09-01 07:03:58,EP-004,192.168.1.104,1306.5,15.1,1.12,81.2,43.2,291,66480,45539,1,Traffic Spike
2026-09-01 07:04:15,EP-004,192.168.1.104,166.3,132.9,0.66,96.7,90.8,252,11550,11893,1,Resource Exhaustion
2026-09-01 07:04:32,EP-005,192.168.1.105,179.9,60.4,1.26,88.5,92.4,342,13737,14167,1,Resource Exhaustion
2026-09-01 07:04:49,EP-001,192.168.1.101,108.6,35.8,0.78,47.5,45.7,70,13642,13223,0,Normal
2026-09-01 07:05:06,EP-005,192.168.1.105,258.9,23.8,0.43,34.1,32.3,49,13608,13875,0,Normal
2026-09-01 07:05:23,EP-004,192.168.1.104,164.9,17.1,0.31,38.6,42.6,77,4533,4562,0,Normal
2026-09-01 07:05:40,EP-002,192.168.1.102,195.1,34.4,1.37,43.8,46.6,80,6356,6004,0,Normal
2026-09-01 07:05:57,EP-003,192.168.1.103,295.2,12.7,0.76,34.0,53.0,137,15407,15463,0,Normal
2026-09-01 07:06:14,EP-001,192.168.1.101,215.9,22.2,0.81,36.3,27.4,101,6898,6510,0,Normal
2026-09-01 07:06:31,EP-005,192.168.1.105,269.8,38.8,0.57,35.3,51.5,79,13014,12347,0,Normal
2026-09-01 07:06:48,EP-002,192.168.1.102,1597.2,160.8,14.66,98.6,91.4,1007,75441,52655,1,Combined Severe Anomaly
2026-09-01 07:07:05,EP-004,192.168.1.104,275.4,34.9,0.98,29.8,39.0,76,12052,11660,0,Normal
2026-09-01 07:07:22,EP-004,192.168.1.104,262.4,17.1,1.39,46.0,32.8,104,17198,16433,0,Normal
2026-09-01 07:07:39,EP-005,192.168.1.105,1288.8,28.9,0.38,79.8,25.4,327,36386,52849,1,Traffic Spike
2026-09-01 07:07:56,EP-001,192.168.1.101,93.7,29.0,0.73,20.6,51.3,132,10494,10186,0,Normal
2026-09-01 07:08:13,EP-004,192.168.1.104,853.2,19.4,0.83,74.9,52.9,925,34856,17534,1,Connection Flood
2026-09-01 07:08:30,EP-003,192.168.1.103,1225.4,22.0,0.11,77.0,32.1,456,32370,39256,1,Traffic Spike
2026-09-01 07:08:47,EP-005,192.168.1.105,148.6,33.5,0.74,18.8,51.6,44,12285,12263,0,Normal
2026-09-01 07:09:04,EP-003,192.168.1.103,152.3,27.9,0.74,36.9,41.9,54,9335,9661,0,Normal
2026-09-01 07:09:21,EP-001,192.168.1.101,1224.6,12.3,0.81,69.1,43.2,88,83034,15632,1,Packet Rate Anomaly
2026-09-01 07:09:38,EP-004,192.168.1.104,344.2,19.4,1.05,32.5,45.2,144,9911,10015,0,Normal
2026-09-01 07:09:55,EP-005,192.168.1.105,291.8,37.7,1.38,40.3,43.6,73,11358,11509,0,Normal
2026-09-01 07:10:12,EP-005,192.168.1.105,67.8,32.6,0.0,53.4,44.3,152,6021,5921,0,Normal
2026-09-01 07:10:29,EP-001,192.168.1.101,185.3,21.6,0.64,55.7,53.6,101,14579,14089,0,Normal
2026-09-01 07:10:46,EP-004,192.168.1.104,93.7,30.0,0.9,26.9,52.5,63,7787,7275,0,Normal
2026-09-01 07:11:03,EP-005,192.168.1.105,287.3,37.1,0.51,37.0,46.7,64,13900,13170,0,Normal
2026-09-01 07:11:20,EP-004,192.168.1.104,164.8,15.4,0.58,14.8,46.7,119,12987,11973,0,Normal
2026-09-01 07:11:37,EP-003,192.168.1.103,158.4,8.0,1.04,21.8,37.0,129,7083,6851,0,Normal
2026-09-01 07:11:54,EP-001,192.168.1.101,356.3,29.6,0.45,35.2,41.9,48,7869,7613,0,Normal
2026-09-01 07:12:11,EP-003,192.168.1.103,124.5,13.2,0.35,45.8,39.8,121,4794,4959,0,Normal
2026-09-01 07:12:28,EP-005,192.168.1.105,294.2,17.6,0.0,39.6,26.1,158,16087,16886,0,Normal
2026-09-01 07:12:45,EP-002,192.168.1.102,347.4,21.8,1.23,28.7,30.6,76,11204,10330,0,Normal
2026-09-01 07:13:02,EP-002,192.168.1.102,159.6,22.8,0.46,27.2,37.4,61,11156,10989,0,Normal
2026-09-01 07:13:19,EP-004,192.168.1.104,1063.2,22.9,0.7,76.8,43.8,808,32404,17464,1,Connection Flood
2026-09-01 07:13:36,EP-003,192.168.1.103,265.7,24.9,1.33,10.6,49.8,107,9344,9657,0,Normal
2026-09-01 07:13:53,EP-004,192.168.1.104,209.6,11.0,0.28,49.6,30.7,104,7006,6782,0,Normal
2026-09-01 07:14:10,EP-004,192.168.1.104,327.5,27.7,0.87,30.3,47.3,128,7120,7098,0,Normal
2026-09-01 07:14:27,EP-003,192.168.1.103,130.6,28.2,0.16,26.1,27.9,81,13609,13226,0,Normal
2026-09-01 07:14:44,EP-004,192.168.1.104,281.7,29.0,0.9,35.4,51.7,44,17030,16667,0,Normal
2026-09-01 07:15:01,EP-002,192.168.1.102,366.2,22.4,1.11,21.5,45.3,80,6207,6218,0,Normal
2026-09-01 07:15:18,EP-002,192.168.1.102,340.3,24.4,0.08,34.6,41.6,65,7815,8117,0,Normal
2026-09-01 07:15:35,EP-004,192.168.1.104,88.9,36.6,0.11,42.1,39.4,110,6096,6057,0,Normal
2026-09-01 07:15:52,EP-002,192.168.1.102,229.4,20.7,0.42,27.3,34.9,46,10915,10571,0,Normal
2026-09-01 07:16:09,EP-004,192.168.1.104,117.4,22.0,0.32,32.5,55.6,108,14042,14477,0,Normal
2026-09-01 07:16:26,EP-005,192.168.1.105,1464.9,268.5,9.93,89.2,84.9,616,46295,54309,1,Combined Severe Anomaly
2026-09-01 07:16:43,EP-004,192.168.1.104,162.3,20.7,0.87,16.2,60.5,150,12656,11888,0,Normal
2026-09-01 07:17:00,EP-004,192.168.1.104,86.3,21.5,0.95,45.7,42.8,51,14362,14050,0,Normal
2026-09-01 07:17:17,EP-001,192.168.1.101,144.9,29.9,0.78,27.8,35.6,67,10522,10410,0,Normal
2026-09-01 07:17:34,EP-003,192.168.1.103,301.5,217.3,12.89,34.6,40.5,65,7241,3912,1,Packet Loss Surge
2026-09-01 07:17:51,EP-001,192.168.1.101,290.3,268.9,15.38,20.3,50.9,96,13010,6288,1,Packet Loss Surge
2026-09-01 07:18:08,EP-002,192.168.1.102,236.4,10.5,0.94,26.9,53.0,94,4370,4571,0,Normal
2026-09-01 07:18:25,EP-003,192.168.1.103,282.8,22.0,0.0,60.2,38.4,36,14393,14177,0,Normal
2026-09-01 07:18:42,EP-001,192.168.1.101,269.3,25.8,0.0,33.2,39.8,112,12941,13476,0,Normal
2026-09-01 07:18:59,EP-001,192.168.1.101,156.5,15.4,1.01,37.6,37.9,128,6564,6291,0,Normal
2026-09-01 07:19:16,EP-001,192.168.1.101,244.1,20.1,0.73,25.2,32.4,24,14628,14487,0,Normal
2026-09-01 07:19:33,EP-003,192.168.1.103,325.4,265.7,19.67,37.2,52.0,94,10348,5254,1,Packet Loss Surge
2026-09-01 07:19:50,EP-004,192.168.1.104,165.3,383.0,8.27,15.8,51.3,132,5410,4992,1,High Latency
2026-09-01 07:20:07,EP-003,192.168.1.103,358.8,16.2,1.35,38.1,30.8,77,9729,9247,0,Normal
2026-09-01 07:20:24,EP-003,192.168.1.103,293.5,25.7,0.86,39.6,49.4,88,8985,8511,0,Normal
2026-09-01 07:20:41,EP-005,192.168.1.105,314.9,21.5,0.97,38.1,38.9,95,8563,8782,0,Normal
2026-09-01 07:20:58,EP-002,192.168.1.102,310.0,32.7,0.0,25.5,34.2,58,12146,12101,0,Normal
2026-09-01 07:21:15,EP-002,192.168.1.102,103.0,11.4,0.06,26.7,39.0,155,5188,5025,0,Normal
2026-09-01 07:21:32,EP-004,192.168.1.104,383.2,23.5,0.19,43.2,26.4,67,12331,11542,0,Normal
2026-09-01 07:21:49,EP-004,192.168.1.104,191.8,17.8,0.78,23.9,37.5,78,12661,13083,0,Normal
2026-09-01 07:22:06,EP-005,192.168.1.105,1061.2,314.2,22.66,97.3,85.5,447,74580,53743,1,Combined Severe Anomaly
